rho_g,vx_g,vy_g,vz_g,ax_g,ay_g,az_g,z,zmin
0.6277504902380654,0,0.3138752451190327,0,-0.62775049,0,0,-0.965,-0.97
0.6338059144751018,0,0.3169029572375509,0,-0.633805914,0,0,-0.955,-0.96
0.6398557619382392,0,0.3199278809691196,0,-0.639855762,0,0,-0.945,-0.95
0.6458987637122254,0,0.3229493818561127,0,-0.645898764,0,0,-0.935,-0.94
0.6519336408973455,0,0.32596682044867276,0,-0.651933641,0,0,-0.925,-0.93
0.6579591050290597,0,0.32897955251452987,0,-0.657959105,0,0,-0.915,-0.92
0.6639738585063919,0,0.33198692925319595,0,-0.663973859,0,0,-0.905,-0.91
0.669976595,0,0.334988298,0,-0.669976595,0,0,-0.895,-0.9
0.675966,0,0.3379830000209685,0,-0.675966,0,0,-0.885,-0.89
0.6819407511903481,0,0.34097037559517407,0,-0.681940751,0,0,-0.875,-0.88
0.6878995187798391,0,0.34394975938991956,0,-0.687899519,0,0,-0.865,-0.87
0.6938409662463759,0,0.34692048312318796,0,-0.693840966,0,0,-0.855,-0.86
0.6997637506330587,0,0.34988187531652937,0,-0.699763751,0,0,-0.845,-0.85
0.7056665230743688,0,0.3528332615371844,0,-0.705666523,0,0,-0.835,-0.84
0.7115479292875366,0,0.3557739646437683,0,-0.711547929,0,0,-0.825,-0.83
0.7174066100708014,0,0.3587033050354007,0,-0.71740661,0,0,-0.815,-0.82
0.7232412018083163,0,0.36162060090415815,0,-0.723241202,0,0,-0.805,-0.81
0.7290503369814543,0,0.36452516849072714,0,-0.729050337,0,0,-0.795,-0.8
0.7348326446862542,0,0.3674163223431271,0,-0.734832645,0,0,-0.785,-0.79
0.7405867511567519,0,0.37029337557837594,0,-0.740586751,0,0,-0.775,-0.78
0.7463112802939204,0,0.3731556401469602,0,-0.74631128,0,0,-0.765,-0.77
0.7520048541999546,0,0.3760024270999773,0,-0.752004854,0,0,-0.755,-0.76
0.757666094,0,0.378833047,0,-0.757666094,0,0,-0.745,-0.75
0.763293619,0,0.381646809,0,-0.763293619,0,0,-0.735,-0.74
0.7688860499307919,0,0.38444302496539595,0,-0.76888605,0,0,-0.725,-0.73
0.774442007,0,0.3872210034668955,0,-0.774442007,0,0,-0.715,-0.72
0.7799601112728071,0,0.38998005563640353,0,-0.779960111,0,0,-0.705,-0.71
0.7854389857403007,0,0.39271949287015034,0,-0.785438986,0,0,-0.695,-0.7
0.7908772551952111,0,0.39543862759760556,0,-0.790877255,0,0,-0.685,-0.69
0.7962735471294194,0,0.3981367735647097,0,-0.796273547,0,0,-0.675,-0.68
0.8016264922368358,0,0.4008132461184179,0,-0.801626492,0,0,-0.665,-0.67
0.8069347249847961,0,0.40346736249239806,0,-0.806934725,0,0,-0.655,-0.66
0.8121968841874335,0,0.40609844209371676,0,-0.812196884,0,0,-0.645,-0.65
0.8174116135806939,0,0.40870580679034696,0,-0.817411614,0,0,-0.635,-0.64
0.8225775623986646,0,0.4112887811993323,0,-0.822577562,0,0,-0.625,-0.63
0.8276933859508704,0,0.4138466929754352,0,-0.827693386,0,0,-0.615,-0.62
0.8327577462002039,0,0.41637887310010196,0,-0.832757746,0,0,-0.605,-0.61
0.8377693123411385,0,0.41888465617056925,0,-0.837769312,0,0,-0.595,-0.6
0.8427267613778847,0,0.42136338068894236,0,-0.842726761,0,0,-0.585,-0.59
0.8476287787021357,0,0.42381438935106786,0,-0.847628779,0,0,-0.575,-0.58
0.8524740586700582,0,0.4262370293350291,0,-0.852474059,0,0,-0.565,-0.57
0.8572613051781688,0,0.4286306525890844,0,-0.857261305,0,0,-0.555,-0.56
0.8619892322377526,0,0.4309946161188763,0,-0.861989232,0,0,-0.545,-0.55
0.8666565645474605,0,0.43332828227373027,0,-0.866656565,0,0,-0.535,-0.54
0.8712620380637395,0,0.43563101903186974,0,-0.871262038,0,0,-0.525,-0.53
0.8758044005687315,0,0.4379022002843658,0,-0.875804401,0,0,-0.515,-0.52
0.8802824122352959,0,0.44014120611764795,0,-0.880282412,0,0,-0.505,-0.51
0.8846948461887891,0,0.44234742309439457,0,-0.884694846,0,0,-0.495,-0.5
0.8890404890652579,0,0.44452024453262895,0,-0.889040489,0,0,-0.485,-0.49
0.8933181415656825,0,0.4466590707828412,0,-0.893318142,0,0,-0.475,-0.48
0.8975266190059231,0,0.44876330950296156,0,-0.897526619,0,0,-0.465,-0.47
0.9016647518620142,0,0.4508323759310071,0,-0.901664752,0,0,-0.455,-0.46
0.9057313863104591,0,0.45286569315522957,0,-0.905731386,0,0,-0.445,-0.45
0.9097253847631722,0,0.4548626923815861,0,-0.909725385,0,0,-0.435,-0.44
0.913645626,0,0.4568228131983645,0,-0.913645626,0,0,-0.425,-0.43
0.917491008,0,0.458745504,0,-0.917491008,0,0,-0.415,-0.42
0.9212604428688389,0,0.46063022143441945,0,-0.921260443,0,0,-0.405,-0.41
0.924952865,0,0.462476432,0,-0.924952865,0,0,-0.395,-0.4
0.9285672241522601,0,0.46428361207613006,0,-0.928567224,0,0,-0.385,-0.39
0.9321024923595276,0,0.4660512461797638,0,-0.932102492,0,0,-0.375,-0.38
0.9355576596990667,0,0.46777882984953334,0,-0.93555766,0,0,-0.365,-0.37
0.9389317369690667,0,0.46946586848453337,0,-0.938931737,0,0,-0.355,-0.36
0.942223756,0,0.471111878,0,-0.942223756,0,0,-0.345,-0.35
0.9454327687208741,0,0.47271638436043706,0,-0.945432769,0,0,-0.335,-0.34
0.9485578504064229,0,0.47427892520321147,0,-0.94855785,0,0,-0.325,-0.33
0.9515980973284552,0,0.4757990486642276,0,-0.951598097,0,0,-0.315,-0.32
0.9545526285875382,0,0.4772763142937691,0,-0.954552629,0,0,-0.305,-0.31
0.9574205862588399,0,0.47871029312941993,0,-0.957420586,0,0,-0.295,-0.3
0.960201136,0,0.480100568,0,-0.960201136,0,0,-0.285,-0.29
0.9628934664913628,0,0.4814467332456814,0,-0.962893466,0,0,-0.275,-0.28
0.9654967917584801,0,0.48274839587924007,0,-0.965496792,0,0,-0.265,-0.27
0.9680103496263096,0,0.4840051748131548,0,-0.96801035,0,0,-0.255,-0.26
0.9704334030551546,0,0.4852167015275773,0,-0.970433403,0,0,-0.245,-0.25
0.9727652403079085,0,0.4863826201539542,0,-0.97276524,0,0,-0.235,-0.24
0.9750051752984178,0,0.4875025876492089,0,-0.975005175,0,0,-0.225,-0.23
0.9771525479278599,0,0.48857627396392994,0,-0.977152548,0,0,-0.215,-0.22
0.9792067244089037,0,0.48960336220445183,0,-0.979206724,0,0,-0.205,-0.21
0.9811670975774324,0,0.4905835487887162,0,-0.981167098,0,0,-0.195,-0.2
0.983033087,0,0.4915165435958055,0,-0.983033087,0,0,-0.185,-0.19
0.9848041402180955,0,0.49240207010904774,0,-0.98480414,0,0,-0.175,-0.18
0.9864797311051822,0,0.4932398655525911,0,-0.986479731,0,0,-0.165,-0.17
0.9880593620427125,0,0.49402968102135625,0,-0.988059362,0,0,-0.155,-0.16
0.9895425632085508,0,0.4947712816042754,0,-0.989542563,0,0,-0.145,-0.15
0.9909288930014639,0,0.49546444650073196,0,-0.990928893,0,0,-0.135,-0.14
0.9922179382602435,0,0.49610896913012176,0,-0.992217938,0,0,-0.125,-0.13
0.9934093144689159,0,0.49670465723445795,0,-0.993409314,0,0,-0.115,-0.12
0.9945026659478988,0,0.4972513329739494,0,-0.994502666,0,0,-0.105,-0.11
0.9954976660309716,0,0.4977488330154858,0,-0.995497666,0,0,-0.095,-0.1
0.9963940172279344,0,0.4981970086139672,0,-0.996394017,0,0,-0.085,-0.09
0.9971914513728449,0,0.49859572568642246,0,-0.997191451,0,0,-0.075,-0.08
0.9978897297577276,0,0.4989448648788638,0,-0.99788973,0,0,-0.065,-0.07
0.998488643,0,0.4992443216258315,0,-0.998488643,0,0,-0.055,-0.06
0.9989880124051737,0,0.4994940062025868,0,-0.998988012,0,0,-0.045,-0.05
0.9993876875398336,0,0.4996938437699168,0,-0.999387688,0,0,-0.035,-0.04
0.9996875488230391,0,0.49984377441151956,0,-0.999687549,0,0,-0.025,-0.03
0.9998875063278877,0,0.49994375316394385,0,-0.999887506,0,0,-0.015,-0.02
0.9999875000781246,0,0.4999937500390623,0,-0.9999875,0,0,-0.005,-0.01
0.9999875000781246,0,0.4999937500390623,0,-0.9999875,0,0,0.005,0
0.9998875063278877,0,0.49994375316394385,0,-0.999887506,0,0,0.015,0.01
0.9996875488230391,0,0.49984377441151956,0,-0.999687549,0,0,0.025000000000000355,0.020000000000000462
0.9993876875398336,0,0.4996938437699168,0,-0.999387688,0,0,0.035,0.03
0.9989880124051737,0,0.4994940062025868,0,-0.998988012,0,0,0.045,0.040000000000000036
0.998488643,0,0.4992443216258315,0,-0.998488643,0,0,0.054999999999999716,0.05
0.9978897297577275,0,0.49894486487886375,0,-0.99788973,0,0,0.065,0.06
0.9971914513728449,0,0.49859572568642246,0,-0.997191451,0,0,0.075,0.07
0.9963940172279344,0,0.4981970086139672,0,-0.996394017,0,0,0.085,0.08
0.9954976660309717,0,0.49774883301548584,0,-0.995497666,0,0,0.095,0.09
0.9945026659478989,0,0.49725133297394947,0,-0.994502666,0,0,0.10499999999999954,0.1
0.9934093144689159,0,0.49670465723445795,0,-0.993409314,0,0,0.11500000000000021,0.11000000000000032
0.9922179382602435,0,0.49610896913012176,0,-0.992217938,0,0,0.125,0.1200000000000001
0.9909288930014639,0,0.49546444650073196,0,-0.990928893,0,0,0.1349999999999998,0.1299999999999999
0.9895425632085508,0,0.4947712816042754,0,-0.989542563,0,0,0.14499999999999957,0.13999999999999968
0.9880593620427125,0,0.49402968102135625,0,-0.988059362,0,0,0.15500000000000025,0.15000000000000036
0.9864797311051822,0,0.4932398655525911,0,-0.986479731,0,0,0.16500000000000004,0.16000000000000014
0.9848041402180955,0,0.49240207010904774,0,-0.98480414,0,0,0.17499999999999982,0.16999999999999993
0.9830330871916111,0,0.49151654359580554,0,-0.983033087,0,0,0.1849999999999996,0.17999999999999972
0.9811670975774323,0,0.49058354878871613,0,-0.981167098,0,0,0.19500000000000028,0.1900000000000004
0.9792067244089037,0,0.48960336220445183,0,-0.979206724,0,0,0.20500000000000007,0.20000000000000018
0.9771525479278599,0,0.48857627396392994,0,-0.977152548,0,0,0.21499999999999986,0.20999999999999996
0.9750051752984179,0,0.48750258764920895,0,-0.975005175,0,0,0.22499999999999964,0.21999999999999975
0.9727652403079083,0,0.48638262015395417,0,-0.97276524,0,0,0.23500000000000032,0.23000000000000043
0.9704334030551546,0,0.4852167015275773,0,-0.970433403,0,0,0.2450000000000001,0.2400000000000002
0.9680103496263096,0,0.4840051748131548,0,-0.96801035,0,0,0.2549999999999999,0.25
0.9654967917584802,0,0.4827483958792401,0,-0.965496792,0,0,0.2649999999999997,0.2599999999999998
0.9628934664913626,0,0.4814467332456813,0,-0.962893466,0,0,0.27500000000000036,0.27000000000000046
0.960201136,0,0.480100568,0,-0.960201136,0,0,0.28500000000000014,0.28000000000000025
0.9574205862588399,0,0.47871029312941993,0,-0.957420586,0,0,0.29499999999999993,0.29000000000000004
0.9545526285875383,0,0.47727631429376915,0,-0.954552629,0,0,0.3049999999999997,0.2999999999999998
0.9515980973284551,0,0.47579904866422756,0,-0.951598097,0,0,0.3150000000000004,0.3100000000000005
0.9485578504064229,0,0.47427892520321147,0,-0.94855785,0,0,0.3250000000000002,0.3200000000000003
0.9454327687208741,0,0.47271638436043706,0,-0.945432769,0,0,0.33499999999999996,0.33000000000000007
0.9422237557206721,0,0.47111187786033604,0,-0.942223756,0,0,0.34499999999999975,0.33999999999999986
0.9389317369690666,0,0.4694658684845333,0,-0.938931737,0,0,0.3550000000000004,0.35000000000000053
0.9355576596990667,0,0.46777882984953334,0,-0.93555766,0,0,0.3650000000000002,0.3600000000000003
0.9321024923595276,0,0.4660512461797638,0,-0.932102492,0,0,0.375,0.3700000000000001
0.9285672241522603,0,0.46428361207613017,0,-0.928567224,0,0,0.3849999999999998,0.3799999999999999
0.9249528645604702,0,0.4624764322802351,0,-0.924952865,0,0,0.3949999999999996,0.3899999999999997
0.9212604428688389,0,0.46063022143441945,0,-0.921260443,0,0,0.40500000000000025,0.40000000000000036
0.917491008,0,0.458745504,0,-0.917491008,0,0,0.41500000000000004,0.41000000000000014
0.913645626,0,0.4568228131983645,0,-0.913645626,0,0,0.4249999999999998,0.41999999999999993
0.9097253847631724,0,0.4548626923815862,0,-0.909725385,0,0,0.4349999999999996,0.4299999999999997
0.9057313863104589,0,0.45286569315522945,0,-0.905731386,0,0,0.4450000000000003,0.4400000000000004
0.9016647518620142,0,0.4508323759310071,0,-0.901664752,0,0,0.45500000000000007,0.4500000000000002
0.8975266190059231,0,0.44876330950296156,0,-0.897526619,0,0,0.46499999999999986,0.45999999999999996
0.8933181415656827,0,0.44665907078284134,0,-0.893318142,0,0,0.47499999999999964,0.46999999999999975
0.8890404890652578,0,0.4445202445326289,0,-0.889040489,0,0,0.4850000000000003,0.4800000000000004
0.8846948461887891,0,0.44234742309439457,0,-0.884694846,0,0,0.4950000000000001,0.4900000000000002
0.8802824122352959,0,0.44014120611764795,0,-0.880282412,0,0,0.5049999999999999,0.5
0.8758044005687318,0,0.4379022002843659,0,-0.875804401,0,0,0.5149999999999997,0.5099999999999998
0.8712620380637393,0,0.4356310190318696,0,-0.871262038,0,0,0.5250000000000004,0.5200000000000005
0.8666565645474605,0,0.43332828227373027,0,-0.866656565,0,0,0.5350000000000001,0.5300000000000002
0.8619892322377526,0,0.4309946161188763,0,-0.861989232,0,0,0.5449999999999999,0.54
0.857261305,0,0.4286306525890845,0,-0.857261305,0,0,0.5549999999999997,0.5499999999999998
0.852474059,0,0.426237029,0,-0.852474059,0,0,0.5650000000000004,0.5600000000000005
0.8476287787021357,0,0.42381438935106786,0,-0.847628779,0,0,0.5750000000000002,0.5700000000000003
0.8427267613778847,0,0.42136338068894236,0,-0.842726761,0,0,0.585,0.5800000000000001
0.8377693123411387,0,0.41888465617056936,0,-0.837769312,0,0,0.5949999999999998,0.5899999999999999
0.8327577462002038,0,0.4163788731001019,0,-0.832757746,0,0,0.6050000000000004,0.6000000000000005
0.8276933859508704,0,0.4138466929754352,0,-0.827693386,0,0,0.6150000000000002,0.6100000000000003
0.8225775623986646,0,0.4112887811993323,0,-0.822577562,0,0,0.625,0.6200000000000001
0.8174116135806941,0,0.40870580679034707,0,-0.817411614,0,0,0.6349999999999998,0.6299999999999999
0.8121968841874337,0,0.40609844209371687,0,-0.812196884,0,0,0.6449999999999996,0.6399999999999997
0.8069347249847961,0,0.40346736249239806,0,-0.806934725,0,0,0.6550000000000002,0.6500000000000004
0.8016264922368358,0,0.4008132461184179,0,-0.801626492,0,0,0.665,0.6600000000000001
0.7962735471294194,0,0.3981367735647097,0,-0.796273547,0,0,0.6749999999999998,0.6699999999999999
0.7908772551952113,0,0.3954386275976057,0,-0.790877255,0,0,0.6849999999999996,0.6799999999999997
0.7854389857403005,0,0.39271949287015023,0,-0.785438986,0,0,0.6950000000000003,0.6900000000000004
0.7799601112728071,0,0.38998005563640353,0,-0.779960111,0,0,0.7050000000000001,0.7000000000000002
0.774442007,0,0.3872210034668955,0,-0.774442007,0,0,0.7149999999999999,0.71
0.7688860499307921,0,0.38444302496539606,0,-0.76888605,0,0,0.7249999999999996,0.7199999999999998
0.7632936189743198,0,0.3816468094871599,0,-0.763293619,0,0,0.7350000000000003,0.7300000000000004
0.757666094,0,0.378833047,0,-0.757666094,0,0,0.7450000000000001,0.7400000000000002
0.7520048541999546,0,0.3760024270999773,0,-0.752004854,0,0,0.7549999999999999,0.75
0.7463112802939207,0,0.37315564014696034,0,-0.74631128,0,0,0.7649999999999997,0.7599999999999998
0.7405867511567517,0,0.3702933755783758,0,-0.740586751,0,0,0.7750000000000004,0.7700000000000005
0.7348326446862542,0,0.3674163223431271,0,-0.734832645,0,0,0.7850000000000001,0.7800000000000002
0.7290503369814543,0,0.36452516849072714,0,-0.729050337,0,0,0.7949999999999999,0.79
0.7232412018083165,0,0.36162060090415826,0,-0.723241202,0,0,0.8049999999999997,0.7999999999999998
0.7174066100708012,0,0.3587033050354006,0,-0.71740661,0,0,0.8150000000000004,0.8100000000000005
0.7115479292875366,0,0.3557739646437683,0,-0.711547929,0,0,0.8250000000000002,0.8200000000000003
0.7056665230743688,0,0.3528332615371844,0,-0.705666523,0,0,0.835,0.8300000000000001
0.699763751,0,0.3498818753165295,0,-0.699763751,0,0,0.8449999999999998,0.8399999999999999
0.6938409662463757,0,0.34692048312318785,0,-0.693840966,0,0,0.8550000000000004,0.8500000000000005
0.6878995187798391,0,0.34394975938991956,0,-0.687899519,0,0,0.8650000000000002,0.8600000000000003
0.6819407511903481,0,0.34097037559517407,0,-0.681940751,0,0,0.875,0.8700000000000001
0.6759660000419372,0,0.3379830000209686,0,-0.675966,0,0,0.8849999999999998,0.8799999999999999
0.6699765950288843,0,0.33498829751444215,0,-0.669976595,0,0,0.8949999999999996,0.8899999999999997
0.6639738585063919,0,0.33198692925319595,0,-0.663973859,0,0,0.9050000000000002,0.9000000000000004
0.6579591050290597,0,0.32897955251452987,0,-0.657959105,0,0,0.915,0.9100000000000001
0.6519336408973455,0,0.32596682044867276,0,-0.651933641,0,0,0.9249999999999998,0.9199999999999999
0.6458987637122257,0,0.3229493818561128,0,-0.645898764,0,0,0.9349999999999996,0.9299999999999997
0.639855762,0,0.3199278809691195,0,-0.639855762,0,0,0.9450000000000003,0.9400000000000004
0.6338059144751018,0,0.3169029572375509,0,-0.633805914,0,0,0.9550000000000001,0.9500000000000002
0.6277504902380654,0,0.3138752451190327,0,-0.62775049,0,0,0.9649999999999999,0.96
0.6216907477471935,0,0.31084537387359673,0,-0.621690748,0,0,0.9749999999999996,0.9699999999999998
0.6156279347257116,0,0.3078139673628558,0,-0.615627935,0,0,0.9850000000000003,0.9800000000000004
0.6095632877075905,0,0.30478164385379525,0,-0.609563288,0,0,0.9950000000000001,0.9900000000000002
0.6034980316544964,0,0.3017490158272482,0,-0.603498032,0,0,1.005,1
0.5974333795822598,0,0.2987166897911299,0,-0.59743338,0,0,1.0149999999999997,1.0099999999999998
0.5913705321969809,0,0.29568526609849044,0,-0.591370532,0,0,1.0250000000000004,1.0200000000000005
0.5853106775409013,0,0.29265533877045063,0,-0.585310678,0,0,1.0350000000000001,1.0300000000000002
0.5792549906481446,0,0.2896274953240723,0,-0.579254991,0,0,1.045,1.04
0.5732046332104438,0,0.2866023166052219,0,-0.573204633,0,0,1.0549999999999997,1.0499999999999998
0.5671607532529441,0,0.28358037662647206,0,-0.567160753,0,0,1.0650000000000004,1.0600000000000005
0.5611244848201743,0,0.28056224241008715,0,-0.561124485,0,0,1.0750000000000002,1.0700000000000003
0.5550969476722625,0,0.27754847383613124,0,-0.555096948,0,0,1.085,1.08
0.5490792469914787,0,0.27453962349573935,0,-0.549079247,0,0,1.0949999999999998,1.0899999999999999
0.5430724730991611,0,0.27153623654958053,0,-0.543072473,0,0,1.1050000000000004,1.1000000000000005
0.537077701,0,0.2685388505915445,0,-0.537077701,0,0,1.1150000000000002,1.1100000000000003
0.5310959910353452,0,0.2655479955176726,0,-0.531095991,0,0,1.125,1.12
0.5251283868007185,0,0.26256419340035925,0,-0.525128387,0,0,1.1349999999999998,1.13
0.5191759167356724,0,0.2595879583678362,0,-0.519175917,0,0,1.1449999999999996,1.1399999999999997
0.5132395929779094,0,0.2566197964889547,0,-0.513239593,0,0,1.1550000000000002,1.1500000000000004
0.5073204113265517,0,0.25366020566327585,0,-0.507320411,0,0,1.165,1.1600000000000001
0.5014193510329406,0,0.2507096755164703,0,-0.501419351,0,0,1.1749999999999998,1.17
0.49553737460206887,0,0.24776868730103443,0,-0.495537375,0,0,1.1849999999999996,1.1799999999999997
0.4896754276046349,0,0.24483771380231745,0,-0.489675428,0,0,1.1950000000000003,1.1900000000000004
0.483834438,0,0.241917219,0,-0.483834438,0,0,1.205,1.2000000000000002
0.4780153184679959,0,0.23900765923399794,0,-0.478015318,0,0,1.2149999999999999,1.21
0.472218961,0,0.236109481,0,-0.472218961,0,0,1.2249999999999996,1.2199999999999998
0.4664462430286666,0,0.2332231215143333,0,-0.466446243,0,0,1.2350000000000003,1.2300000000000004
0.4606980222376956,0,0.2303490111188478,0,-0.460698022,0,0,1.245,1.2400000000000002
0.4549751394933848,0,0.2274875697466924,0,-0.454975139,0,0,1.255,1.25
0.4492784174520618,0,0.2246392087260309,0,-0.449278417,0,0,1.2649999999999997,1.2599999999999998
0.44360866071177163,0,0.22180433035588581,0,-0.443608661,0,0,1.2750000000000004,1.2700000000000005
0.43796665571858195,0,0.21898332785929098,0,-0.437966656,0,0,1.2850000000000001,1.2800000000000002
0.4323531706830792,0,0.2161765853415396,0,-0.432353171,0,0,1.295,1.29
0.42676895550698607,0,0.21338447775349303,0,-0.426768956,0,0,1.3049999999999997,1.2999999999999998
0.4212147417198087,0,0.21060737085990436,0,-0.421214742,0,0,1.3150000000000004,1.3100000000000005
0.41569124242542715,0,0.20784562121271358,0,-0.415691242,0,0,1.3250000000000002,1.3200000000000003
0.41019915225852605,0,0.20509957612926302,0,-0.410199152,0,0,1.335,1.33
0.4047391473507728,0,0.2023695736753864,0,-0.404739147,0,0,1.3449999999999998,1.3399999999999999
0.3993118853066269,0,0.19965594265331346,0,-0.399311885,0,0,1.3550000000000004,1.3500000000000005
0.3939180051886749,0,0.19695900259433746,0,-0.393918005,0,0,1.3650000000000002,1.3600000000000003
0.3885581275123641,0,0.19427906375618206,0,-0.388558128,0,0,1.375,1.37
0.3832328542500222,0,0.1916164271250111,0,-0.383232854,0,0,1.3849999999999998,1.38
0.37794276884402783,0,0.18897138442201392,0,-0.377942769,0,0,1.3949999999999996,1.3899999999999997
0.37268843622900194,0,0.18634421811450097,0,-0.372688436,0,0,1.4050000000000002,1.4000000000000004
